Source,Target,weight
college & research libraries,information technology and libraries,0.023027695518339705
college & research libraries,international journal of information management,0.006286553547881298
college & research libraries,journal of academic librarianship,0.1153131151523877
college & research libraries,journal of documentation,0.021596396951441738
college & research libraries,journal of information science,0.013692439947422667
college & research libraries,journal of information technology,0.0022898048204324345
college & research libraries,journal of librarianship and information science,0.007697674148462134
college & research libraries,knowledge organization,0.003322002482101522
college & research libraries,law library journal,0.01696790842108197
college & research libraries,library & information science research,0.04541039545354948
college & research libraries,library and information science,0.014966839453871662
college & research libraries,library quarterly,0.0220943620172126
college & research libraries,library resources & technical services,0.04495634610434916
college & research libraries,library trends,0.03569604094319431
college & research libraries,mis quarterly,0.0033308967483062805
college & research libraries,scientometrics,0.023185246707559313
college & research libraries,telecommunications policy,0.0017237024488629645
college & research libraries,zeitschrift fur bibliothekswesen und bibliographie,0.03452326249121853
electronic library,european journal of information systems,0.010749426180713348
electronic library,government information quarterly,0.01698823971458752
electronic library,information & management,0.012066278913882914
electronic library,information processing & management,0.042898942522406135
electronic library,information systems journal,0.007324222242462154
electronic library,information systems research,0.009126154326186553
electronic library,information technology and libraries,0.013084477866314328
electronic library,journal of academic librarianship,0.004212104108460467
electronic library,journal of documentation,0.022737821473594856
electronic library,journal of information science,0.023340385139955247
electronic library,journal of information technology,0.01463716290050601
electronic library,journal of librarianship and information science,0.04592558959462932
electronic library,law library journal,0.004820634830708038
electronic library,library & information science research,0.027002579949738485
electronic library,library and information science,0.01275637499680971
electronic library,library resources & technical services,0.003831670748930857
electronic library,library trends,0.03390110009049306
electronic library,mis quarterly,0.0034067447408389915
electronic library,scientometrics,0.0032044863450626667
electronic library,social science computer review,0.009385638197228473
electronic library,telecommunications policy,0.004407382377899543
electronic library,zeitschrift fur bibliothekswesen und bibliographie,0.014712247158412491
european journal of information systems,government information quarterly,0.0030131281744116517
european journal of information systems,information & management,0.15681403952296502
european journal of information systems,information processing & management,0.03190784480814366
european journal of information systems,information systems journal,0.18360112651336463
european journal of information systems,information systems research,0.09906231128112289
european journal of information systems,international journal of information management,0.1254448838544773
european journal of information systems,journal of documentation,0.009218070404047247
european journal of information systems,journal of information science,0.019663954178285942
european journal of information systems,journal of information technology,0.2211901213238372
european journal of information systems,journal of librarianship and information science,0.009309276148603295
european journal of information systems,journal of the american medical informatics association,0.005914649350260077
european journal of information systems,knowledge organization,0.0030131281744116517
european journal of information systems,library & information science research,0.004789326957665648
european journal of information systems,library quarterly,0.0058941366777843646
european journal of information systems,library trends,0.023126487124298233
european journal of information systems,mis quarterly,0.10997151497787104
european journal of information systems,scientometrics,0.0034101925519221506
european journal of information systems,social science computer review,0.04994066135519553
european journal of information systems,telecommunications policy,0.001563435440206464
government information quarterly,information & management,0.02828790773399196
government information quarterly,information processing & management,0.003103181694117066
government information quarterly,information systems journal,0.0218989131993035
government information quarterly,information systems research,0.014325446276579322
government information quarterly,information technology and libraries,0.007335314135594359
government information quarterly,international journal of information management,0.036045691641611935
government information quarterly,journal of documentation,0.018210133626815037
government information quarterly,journal of information science,0.006542448953507874
government information quarterly,journal of information technology,0.0032823071436574747
government information quarterly,journal of librarianship and information science,0.007356123579206247
government information quarterly,library & information science research,0.027248342285249236
government information quarterly,library quarterly,0.007452007585104302
government information quarterly,library resources & technical services,0.004296160518553892
government information quarterly,library trends,0.020467311299660815
government information quarterly,mis quarterly,0.038197233560496854
government information quarterly,scientometrics,0.005389419637012653
government information quarterly,telecommunications policy,0.004941662111074009
information & management,information processing & management,0.05730671736680961
information & management,information systems journal,0.167561101535526
information & management,information systems research,0.22887075494506726
information & management,information technology and libraries,0.001894571512529715
information & management,international journal of information management,0.2057490896633426
information & management,journal of academic librarianship,0.0018296792275318602
information & management,journal of documentation,0.007995660391724604
information & management,journal of information science,0.05491816142594887
information & management,journal of information technology,0.15598733074580096
information & management,journal of librarianship and information science,0.01424959645714242
information & management,journal of the american medical informatics association,0.004828523869816353
information & management,knowledge organization,0.003689727095738082
information & management,law library journal,0.0041880329574697376
information & management,library & information science research,0.01798530049095178
information & management,library and information science,0.0036941274873981173
information & management,library quarterly,0.006736489204579236
information & management,library resources & technical services,0.002774040477765981
information & management,library trends,0.023788419819968383
information & management,mis quarterly,0.28856926026419655
information & management,scientometrics,0.0025519709170068548
information & management,social science computer review,0.021743947828329974
information & management,telecommunications policy,0.012763369212448413
information processing & management,information systems journal,0.023636052875795534
information processing & management,information systems research,0.03634152321272766
information processing & management,information technology and libraries,0.028681143808179946
information processing & management,international journal of information management,0.02114084645581331
information processing & management,journal of academic librarianship,0.00461646100456165
information processing & management,journal of documentation,0.1251964722763791
information processing & management,journal of information science,0.16787553472133354
information processing & management,journal of information technology,0.024063469233302083
information processing & management,journal of librarianship and information science,0.0059921893580471295
information processing & management,journal of scholarly publishing,0.0071102825042463754
information processing & management,journal of the american medical informatics association,0.026649965936361635
information processing & management,knowledge organization,0.024825453552936527
information processing & management,law library journal,0.0176113664652742
information processing & management,library & information science research,0.07004101469397804
information processing & management,library and information science,0.09009959447359232
information processing & management,library quarterly,0.05038344891218432
information processing & management,library resources & technical services,0.02309728576645572
information processing & management,library trends,0.037155564665448136
information processing & management,mis quarterly,0.024580771740307077
information processing & management,scientometrics,0.06731550214695813
information processing & management,social science computer review,0.020573296207660068
information processing & management,telecommunications policy,0.008050809585838297
information processing & management,zeitschrift fur bibliothekswesen und bibliographie,0.00268743417966421
information systems journal,information systems research,0.10999516640857869
information systems journal,information technology and libraries,0.004216679448056377
information systems journal,international journal of information management,0.15747761375746963
information systems journal,journal of academic librarianship,0.005429668041380417
information systems journal,journal of documentation,0.007327621742409629
information systems journal,journal of information science,0.021625196250696203
information systems journal,journal of information technology,0.1754745092261181
information systems journal,journal of librarianship and information science,0.031714812624676264
information systems journal,journal of the american medical informatics association,0.004030001750722696
information systems journal,knowledge organization,0.0027373641499129375
information systems journal,law library journal,0.0015535256373938216
information systems journal,library & information science research,0.005221204472133861
information systems journal,library and information science,0.004110943121332158
information systems journal,library quarterly,0.007496580465066346
information systems journal,library resources & technical services,0.003704449072514652
information systems journal,library trends,0.014286753470183869
information systems journal,mis quarterly,0.1399793489454183
information systems journal,scientometrics,0.0025817407180591654
information systems journal,social science computer review,0.021172690013503696
information systems journal,telecommunications policy,0.005681394055611572
information systems research,international journal of information management,0.11540883337199152
information systems research,journal of academic librarianship,0.0010148242402788505
information systems research,journal of documentation,0.011739073093212121
information systems research,journal of information science,0.033740460360266275
information systems research,journal of information technology,0.0627723870573464
information systems research,journal of librarianship and information science,0.011064874079468736
information systems research,journal of the american medical informatics association,0.00703006863693245
information systems research,knowledge organization,0.0020464923252256177
information systems research,law library journal,0.004645751343048471
information systems research,library & information science research,0.017565509858993213
information systems research,library and information science,0.00819573193919694
information systems research,library quarterly,0.005604550051436347
information systems research,library resources & technical services,0.0009231662505615742
information systems research,library trends,0.02010537383652452
information systems research,mis quarterly,0.18098389201696427
information systems research,scientist,0.0038940880828231468
information systems research,scientometrics,0.0034742628662384873
information systems research,social science computer review,0.047487011494317805
information systems research,telecommunications policy,0.00530936363168987
information technology and libraries,journal of academic librarianship,0.010912410229596999
information technology and libraries,journal of documentation,0.01683070837608365
information technology and libraries,journal of information science,0.027714755312515906
information technology and libraries,journal of information technology,0.0025280591687644673
information technology and libraries,journal of librarianship and information science,0.02266298045496683
information technology and libraries,law library journal,0.004162982323102893
information technology and libraries,learned publishing,0.026574700172636696
information technology and libraries,library & information science research,0.016323137277481012
information technology and libraries,library and information science,0.036720311386035674
information technology and libraries,library quarterly,0.01434898935161264
information technology and libraries,library resources & technical services,0.09265023972276042
information technology and libraries,library trends,0.018016098947281452
information technology and libraries,mis quarterly,0.005883962852815148
information technology and libraries,scientometrics,0.008301948069666033
information technology and libraries,zeitschrift fur bibliothekswesen und bibliographie,0.01270513677232761
international journal of information management,journal of academic librarianship,0.005362352135597441
international journal of information management,journal of documentation,0.013784334090759187
international journal of information management,journal of information science,0.03714276786556322
international journal of information management,journal of information technology,0.19131217140728654
international journal of information management,journal of librarianship and information science,0.01948900732270394
international journal of information management,journal of the american medical informatics association,0.010613436318023431
international journal of information management,knowledge organization,0.003604569164161193
international journal of information management,law library journal,0.008182748515153507
international journal of information management,learned publishing,0.013058792441389253
international journal of information management,library & information science research,0.005729414505261937
international journal of information management,library and information science,0.0018044339979691483
international journal of information management,library quarterly,0.021153255442485298
international journal of information management,library resources & technical services,0.003252019623187886
international journal of information management,library trends,0.021026114167452918
international journal of information management,mis quarterly,0.12577485492194085
international journal of information management,scientist,0.006858813811737322
international journal of information management,scientometrics,0.003399643771352608
international journal of information management,social science computer review,0.011948683065492512
international journal of information management,telecommunications policy,0.01870319100854513
international journal of information management,zeitschrift fur bibliothekswesen und bibliographie,0.006243296931723268
journal of academic librarianship,journal of documentation,0.007224101374011873
journal of academic librarianship,journal of information science,0.004866450540982228
journal of academic librarianship,journal of information technology,0.0032552918106417182
journal of academic librarianship,journal of librarianship and information science,0.021886734967869415
journal of academic librarianship,law library journal,0.01072104832962924
journal of academic librarianship,learned publishing,0.017109647770728872
journal of academic librarianship,library & information science research,0.01651471083766129
journal of academic librarianship,library and information science,0.007092515698372441
journal of academic librarianship,library quarterly,0.014781346292656086
journal of academic librarianship,library resources & technical services,0.019173602571361276
journal of academic librarianship,library trends,0.027548443625770636
journal of academic librarianship,mis quarterly,0.005682427153668145
journal of academic librarianship,scientometrics,0.002672530759709697
journal of academic librarianship,zeitschrift fur bibliothekswesen und bibliographie,0.024539928613451494
journal of documentation,journal of information science,0.07755940416818648
journal of documentation,journal of information technology,0.00627598142747648
journal of documentation,journal of librarianship and information science,0.008439227581220772
journal of documentation,journal of the american medical informatics association,0.001787287974316288
journal of documentation,law library journal,0.010334726364603065
journal of documentation,library & information science research,0.056731737421463
journal of documentation,library and information science,0.07475058969987854
journal of documentation,library quarterly,0.07124357830421399
journal of documentation,library resources & technical services,0.009857440797764282
journal of documentation,library trends,0.020126473582416017
journal of documentation,mis quarterly,0.012416044582506912
journal of documentation,scientometrics,0.0384716842903047
journal of documentation,social science computer review,0.008048566708072013
journal of documentation,telecommunications policy,0.001889754875005758
journal of documentation,zeitschrift fur bibliothekswesen und bibliographie,0.00630817533085243
journal of information science,journal of information technology,0.014656228134579804
journal of information science,journal of librarianship and information science,0.017686695657149795
journal of information science,journal of scholarly publishing,0.014990633779917228
journal of information science,journal of the american medical informatics association,0.019263846015875663
journal of information science,knowledge organization,0.006542448953507874
journal of information science,law library journal,0.012995537197081887
journal of information science,learned publishing,0.01185113657849943
journal of information science,library & information science research,0.041596540642755746
journal of information science,library and information science,0.06714007807113526
journal of information science,library quarterly,0.011518222092307491
journal of information science,library resources & technical services,0.010329473501602675
journal of information science,library trends,0.014060165636326507
journal of information science,mis quarterly,0.03739180381618974
journal of information science,scientist,0.012449043755649102
journal of information science,scientometrics,0.0691096056138089
journal of information science,social science computer review,0.010843688310225596
journal of information science,zeitschrift fur bibliothekswesen und bibliographie,0.01133185399340147
journal of information technology,journal of librarianship and information science,0.020281847857870915
journal of information technology,knowledge organization,0.0032823071436574747
journal of information technology,law library journal,0.0018627950167444663
journal of information technology,library & information science research,0.0020868733324996107
journal of information technology,library and information science,0.001643110821864561
journal of information technology,library quarterly,0.005136553323547282
journal of information technology,library resources & technical services,0.0014806384278366073
journal of information technology,library trends,0.025192500783876765
journal of information technology,mis quarterly,0.10926435832658288
journal of information technology,scientometrics,0.0006191405701157076
journal of information technology,social science computer review,0.03264127777580742
journal of information technology,telecommunications policy,0.005109316647346703
journal of librarianship and information science,law library journal,0.008349584451522514
journal of librarianship and information science,library & information science research,0.03741587232671017
journal of librarianship and information science,library quarterly,0.014389695786167505
journal of librarianship and information science,library resources & technical services,0.016591621037559342
journal of librarianship and information science,library trends,0.01355040641289504
journal of librarianship and information science,mis quarterly,0.014751637448878002
journal of librarianship and information science,scientometrics,0.0041627498713569236
journal of librarianship and information science,social science computer review,0.00812820110952944
journal of scholarly publishing,mis quarterly,0.00875208570644422
journal of scholarly publishing,scientometrics,0.008232474479497301
journal of the american medical informatics association,library and information science,0.025736081845968286
journal of the american medical informatics association,library quarterly,0.0018284988751754924
journal of the american medical informatics association,social science computer review,0.010328506458254432
knowledge organization,library quarterly,0.018630018962760755
knowledge organization,library resources & technical services,0.034369284148431135
knowledge organization,scientist,0.018122009407318746
knowledge organization,scientometrics,0.044911830308438774
law library journal,learned publishing,0.01958151124969893
law library journal,library & information science research,0.012027668954041155
law library journal,library and information science,0.002705728327420537
law library journal,library quarterly,0.02114604451490489
law library journal,library trends,0.031528419871541535
law library journal,mis quarterly,0.0021677927511266223
law library journal,scientist,0.01028471356880198
law library journal,scientometrics,0.006117272761856804
law library journal,social science computer review,0.005972304941061804
law library journal,zeitschrift fur bibliothekswesen und bibliographie,0.009361752983857377
learned publishing,library trends,0.042371359860703575
learned publishing,scientist,0.06565321642986127
learned publishing,zeitschrift fur bibliothekswesen und bibliographie,0.11952286093343936
library & information science research,library and information science,0.0515304733437418
library & information science research,library quarterly,0.06751573875257251
library & information science research,library resources & technical services,0.01638885532507024
library & information science research,library trends,0.0548405298886042
library & information science research,mis quarterly,0.015785637965158084
library & information science research,scientometrics,0.023985949328066854
library & information science research,social science computer review,0.013381444338239007
library & information science research,telecommunications policy,0.006283764697494288
library & information science research,zeitschrift fur bibliothekswesen und bibliographie,0.015731837753359706
library and information science,library quarterly,0.03357402703225357
library and information science,library resources & technical services,0.025807704879089084
library and information science,library trends,0.007318471694070462
library and information science,mis quarterly,0.0009560696955161326
library and information science,scientometrics,0.024281311916926663
library and information science,zeitschrift fur bibliothekswesen und bibliographie,0.008257697439132145
library quarterly,library resources & technical services,0.01848867449530403
library quarterly,library trends,0.025166222243540953
library quarterly,mis quarterly,0.012702331062193482
library quarterly,scientometrics,0.014056698605014925
library quarterly,telecommunications policy,0.0038666568711483345
library quarterly,zeitschrift fur bibliothekswesen und bibliographie,0.006453627877894652
library resources & technical services,library trends,0.014508591029881533
library resources & technical services,mis quarterly,0.0017230651907761774
library resources & technical services,scientometrics,0.0048623004911150895
library resources & technical services,zeitschrift fur bibliothekswesen und bibliographie,0.01488233659121359
library trends,mis quarterly,0.014658650063785136
library trends,scientist,0.011127264237449237
library trends,scientometrics,0.019855247298343728
library trends,social science computer review,0.01615392950451402
library trends,telecommunications policy,0.007585690257381806
library trends,zeitschrift fur bibliothekswesen und bibliographie,0.03038607691314953
mis quarterly,scientometrics,0.001801283055516879
mis quarterly,social science computer review,0.010551576277382464
mis quarterly,telecommunications policy,0.014864678469407958
restaurator-international journal for the preservation of library and archival material,scientometrics,0.004919844511755223
scientist,scientometrics,0.013673395870670433
scientist,zeitschrift fur bibliothekswesen und bibliographie,0.03138824102871723
scientometrics,social science computer review,0.001985025863219337
scientometrics,telecommunications policy,0.003728576714926512
