Source,Target,weight
african journal of library archives and information science,library & information science research,0.014681355370064281
african journal of library archives and information science,library quarterly,0.0017032537676919866
african journal of library archives and information science,library resources & technical services,0.003599661647706926
african journal of library archives and information science,library trends,0.0034076198644047645
african journal of library archives and information science,malaysian journal of library & information science,0.015244318679334122
african journal of library archives and information science,mis quarterly,0.006501415566454364
african journal of library archives and information science,mis quarterly executive,0.00487514949418087
african journal of library archives and information science,online information review,0.02039291531684181
african journal of library archives and information science,portal-libraries and the academy,0.015319083833634298
african journal of library archives and information science,profesional de la informacion,0.013348172885319998
african journal of library archives and information science,qualitative health research,0.0035054019335324783
african journal of library archives and information science,research evaluation,0.012142735450600716
african journal of library archives and information science,restaurator-international journal for the preservation of library and archival material,0.003128821696426214
african journal of library archives and information science,revista espanola de documentacion cientifica,0.006839855680567695
african journal of library archives and information science,scientometrics,0.04686359473643823
african journal of library archives and information science,serials review,0.00741886512099543
african journal of library archives and information science,social science computer review,0.008356870176065003
african journal of library archives and information science,telecommunications policy,0.003785733842170488
african journal of library archives and information science,transinformacao,0.009267307291425544
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,college & research libraries,0.018830238589585345
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,electronic library,0.014889758586483982
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,european journal of information systems,0.008702168155546194
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,government information quarterly,0.013079753795519304
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,health information and libraries journal,0.011126120894927101
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,informacao & sociedade-estudos,0.008192539142079317
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,informacios tarsadalom,0.006784066926615714
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information & management,0.005053007654618052
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information and organization,0.007798826910695102
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information processing & management,0.019948093608007055
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information research-an international electronic journal,0.06538787217071394
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information society,0.022033953006927377
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information systems journal,0.004714896585550129
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information systems research,0.007450603922533252
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information technology & people,0.006630445495205033
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information technology and libraries,0.020822290486314052
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information technology for development,0.018491809178444053
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,international journal of computer-supported collaborative learning,0.014488527615895249
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,international journal of geographical information science,0.002360950953073768
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,international journal of information management,0.00636649982352952
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,investigacion bibliotecologica,0.004734075905077317
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of academic librarianship,0.03503119430061607
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of computer-mediated communication,0.033932617094305666
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of documentation,0.0700965158980215
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of global information management,0.008328440186985604
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of health communication,0.012008926153817906
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of information science,0.023401412016939745
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of information technology,0.008789640573069128
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of informetrics,0.006328844761604484
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of knowledge management,0.004216292198532801
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of librarianship and information science,0.025226478288138877
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of management information systems,0.0061500844715098495
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of scholarly publishing,0.004201532326172077
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of strategic information systems,0.007037922216600628
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of the american medical informatics association,0.006130053840221422
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of the association for information systems,0.012794677168011881
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of the medical library association,0.016205401889587114
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,knowledge management research & practice,0.00393110863697457
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,knowledge organization,0.015758420859922746
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,law library journal,0.003910967298313797
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,learned publishing,0.0036355224557554143
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library & information science research,0.04455798612172143
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library and information science,0.007025163932161601
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library quarterly,0.04310598908955794
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library resources & technical services,0.005814914508527755
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library trends,0.02201875634805544
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,malaysian journal of library & information science,0.006156440419723151
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,mis quarterly,0.004278765652791917
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,mis quarterly executive,0.0026251150153712216
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,online information review,0.007843532105211007
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,portal-libraries and the academy,0.02238972462827464
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,profesional de la informacion,0.007187572219241675
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,qualitative health research,0.04687413196183644
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,research evaluation,0.015879170543552742
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,revista espanola de documentacion cientifica,0.012890666747782577
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,scientometrics,0.016389466326343378
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,serials review,0.007989652111954862
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,social science computer review,0.010799789622147222
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,telecommunications policy,0.004076997747512368
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,transinformacao,0.0024950770793612334
college & research libraries,electronic library,0.022902431622995854
college & research libraries,european journal of information systems,0.006983527053348812
college & research libraries,government information quarterly,0.005029600802584907
college & research libraries,health information and libraries journal,0.009412400600712731
college & research libraries,informacao & sociedade-estudos,0.0037803648681820866
college & research libraries,informacios tarsadalom,0.0017391330648535044
college & research libraries,information & management,0.007772198698064438
college & research libraries,information and organization,0.0029989085958705163
college & research libraries,information development,0.01851048821852527
college & research libraries,information processing & management,0.0166415319434971
college & research libraries,information research-an international electronic journal,0.025584933368727615
college & research libraries,information society,0.0031380698200888053
college & research libraries,information systems journal,0.008158656202313335
college & research libraries,information systems research,0.0032742917296329026
college & research libraries,information technology & management,0.002271272997337539
college & research libraries,information technology & people,0.007648881127013909
college & research libraries,information technology and libraries,0.02402059180444915
college & research libraries,information technology for development,0.005171430023650757
college & research libraries,international journal of computer-supported collaborative learning,0.002476142773001455
college & research libraries,international journal of geographical information science,0.0004539321226562875
college & research libraries,international journal of information management,0.008012065562036125
college & research libraries,investigacion bibliotecologica,0.0018204097985262875
college & research libraries,journal of academic librarianship,0.10307983696718459
college & research libraries,journal of computer-mediated communication,0.0062134385722222895
college & research libraries,journal of documentation,0.03664119745841545
college & research libraries,journal of global information management,0.005240556872475634
college & research libraries,journal of health communication,0.00441705662196314
college & research libraries,journal of information science,0.02485333703749414
college & research libraries,journal of information technology,0.004506545915350557
college & research libraries,journal of informetrics,0.009193794627272572
college & research libraries,journal of knowledge management,0.006485218898520133
college & research libraries,journal of librarianship and information science,0.028131220246274676
college & research libraries,journal of management information systems,0.003251754324392759
college & research libraries,journal of scholarly publishing,0.011309403436117015
college & research libraries,journal of strategic information systems,0.0059046881628230675
college & research libraries,journal of the american medical informatics association,0.0022000624718853455
college & research libraries,journal of the association for information systems,0.0062617918976654785
college & research libraries,journal of the medical library association,0.013056510883226161
college & research libraries,knowledge management research & practice,0.009573733619884863
college & research libraries,knowledge organization,0.01118702302250315
college & research libraries,law library journal,0.004511691405664127
college & research libraries,learned publishing,0.008387876536734264
college & research libraries,library & information science research,0.04255871755703773
college & research libraries,library and information science,0.00720375846087556
college & research libraries,library quarterly,0.019749755850190613
college & research libraries,library resources & technical services,0.01788822580992176
college & research libraries,library trends,0.013405996080514529
college & research libraries,malaysian journal of library & information science,0.029986513255193404
college & research libraries,mis quarterly,0.006282160873190285
college & research libraries,online information review,0.017292302260860714
college & research libraries,portal-libraries and the academy,0.07340812193097665
college & research libraries,profesional de la informacion,0.018425738775459683
college & research libraries,qualitative health research,0.010887381141348077
college & research libraries,research evaluation,0.005028528024498663
college & research libraries,restaurator-international journal for the preservation of library and archival material,0.0012957020803216388
college & research libraries,revista espanola de documentacion cientifica,0.007081272196282486
college & research libraries,scientometrics,0.017006194103672614
college & research libraries,serials review,0.015361436194780805
college & research libraries,social science computer review,0.0076136108957058956
college & research libraries,telecommunications policy,0.003135482741280594
college & research libraries,transinformacao,0.0057566412382313
college & research libraries,zeitschrift fur bibliothekswesen und bibliographie,0.004538707763322483
electronic library,european journal of information systems,0.034700261773101405
electronic library,government information quarterly,0.06139631715566443
electronic library,health information and libraries journal,0.004820858895168439
electronic library,informacao & sociedade-estudos,0.017748807320220775
electronic library,informacios tarsadalom,0.013064363361160342
electronic library,information & management,0.036275811323619754
electronic library,information and organization,0.009855909915187349
electronic library,information development,0.029796587691522616
electronic library,information processing & management,0.06348222337011585
electronic library,information research-an international electronic journal,0.03727900034891962
electronic library,information society,0.010607927791656965
electronic library,information systems journal,0.03660243944680983
electronic library,information systems research,0.021906232451190707
electronic library,information technology & management,0.002132724655265873
electronic library,information technology & people,0.009576396076210988
electronic library,information technology and libraries,0.03007377122020926
electronic library,information technology for development,0.016995899280151893
electronic library,international journal of computer-supported collaborative learning,0.00581274328111272
electronic library,international journal of geographical information science,0.011082295261057716
electronic library,international journal of information management,0.07147160774861522
electronic library,investigacion bibliotecologica,0.006837456993599114
electronic library,journal of academic librarianship,0.045096242737576134
electronic library,journal of computer-mediated communication,0.027130038742189742
electronic library,journal of documentation,0.06999856290933323
electronic library,journal of global information management,0.03827352132310049
electronic library,journal of health communication,0.016590459310543548
electronic library,journal of information science,0.057538456187733886
electronic library,journal of information technology,0.038507971747431584
electronic library,journal of informetrics,0.019805049661079755
electronic library,journal of knowledge management,0.01913880124427616
electronic library,journal of librarianship and information science,0.03734563787103066
electronic library,journal of management information systems,0.014434237167227736
electronic library,journal of scholarly publishing,0.018204902390733115
electronic library,journal of strategic information systems,0.01016491738729665
electronic library,journal of the american medical informatics association,0.007378064262412887
electronic library,journal of the association for information systems,0.0419987192265874
electronic library,journal of the medical library association,0.011702784313745818
electronic library,knowledge management research & practice,0.023184048169938687
electronic library,knowledge organization,0.012255379760572796
electronic library,law library journal,0.007060794768022517
electronic library,learned publishing,0.011814320283948299
electronic library,library & information science research,0.042557598382434496
electronic library,library and information science,0.027057308034919982
electronic library,library quarterly,0.022518946482293394
electronic library,library resources & technical services,0.013997532172671794
electronic library,library trends,0.021201223160349492
electronic library,malaysian journal of library & information science,0.014819645708949558
electronic library,mis quarterly,0.03960721660246702
electronic library,online information review,0.09855764595811635
electronic library,portal-libraries and the academy,0.022125744563470617
electronic library,profesional de la informacion,0.015571586806860693
electronic library,qualitative health research,0.009996064308141487
electronic library,research evaluation,0.011467195273434733
electronic library,revista espanola de documentacion cientifica,0.01728821235296073
electronic library,scientometrics,0.02066552025054913
electronic library,serials review,0.014424383925361222
electronic library,social science computer review,0.021447534961989062
electronic library,telecommunications policy,0.015702492493748048
electronic library,transinformacao,0.01261279687687864
european journal of information systems,government information quarterly,0.0950464999551052
european journal of information systems,health information and libraries journal,0.007513338695855519
european journal of information systems,informacao & sociedade-estudos,0.005772861298494078
european journal of information systems,informacios tarsadalom,0.005311537014601527
european journal of information systems,information & management,0.2601503216042282
european journal of information systems,information and organization,0.09559762826271846
european journal of information systems,information development,0.006057152348611878
european journal of information systems,information processing & management,0.008934150243749623
european journal of information systems,information research-an international electronic journal,0.044458789807848204
european journal of information systems,information society,0.05990044098929281
european journal of information systems,information systems journal,0.1934573989894952
european journal of information systems,information systems research,0.16047051299139453
european journal of information systems,information technology & management,0.04205411418138208
european journal of information systems,information technology & people,0.06959533213688236
european journal of information systems,information technology and libraries,0.006622957428973018
european journal of information systems,information technology for development,0.046889076547940514
european journal of information systems,international journal of computer-supported collaborative learning,0.02316003331787234
european journal of information systems,international journal of geographical information science,0.008318204007495913
european journal of information systems,international journal of information management,0.17485770633460646
european journal of information systems,investigacion bibliotecologica,0.001389941664330062
european journal of information systems,journal of academic librarianship,0.004695455869159979
european journal of information systems,journal of computer-mediated communication,0.0527787910033919
european journal of information systems,journal of documentation,0.02154530355074885
european journal of information systems,journal of global information management,0.13071025693037366
european journal of information systems,journal of health communication,0.02606073234873965
european journal of information systems,journal of information science,0.05447514093675501
european journal of information systems,journal of information technology,0.16894786240445658
european journal of information systems,journal of informetrics,0.003922806542622781
european journal of information systems,journal of knowledge management,0.0334237997990318
european journal of information systems,journal of librarianship and information science,0.024071399622688377
european journal of information systems,journal of management information systems,0.16183468463931988
european journal of information systems,journal of scholarly publishing,0.01912056687402277
european journal of information systems,journal of strategic information systems,0.21377425220167334
european journal of information systems,journal of the american medical informatics association,0.024717332886618145
european journal of information systems,journal of the association for information systems,0.18321782776369536
european journal of information systems,journal of the medical library association,0.019031856459582792
european journal of information systems,knowledge management research & practice,0.05751701513093905
european journal of information systems,knowledge organization,0.014236088866166919
european journal of information systems,law library journal,0.0005741370126668832
european journal of information systems,learned publishing,0.0010674024316852321
european journal of information systems,library & information science research,0.019201564392292165
european journal of information systems,library and information science,0.00343768887664985
european journal of information systems,library quarterly,0.01858019226900861
european journal of information systems,library resources & technical services,0.0005690932515644493
european journal of information systems,library trends,0.01966372357627695
european journal of information systems,malaysian journal of library & information science,0.0024100706494549003
european journal of information systems,mis quarterly,0.24051686748977347
european journal of information systems,mis quarterly executive,0.026205268235502215
european journal of information systems,online information review,0.08551395068346743
european journal of information systems,portal-libraries and the academy,0.003113859529342319
european journal of information systems,profesional de la informacion,0.004220593963096639
european journal of information systems,qualitative health research,0.06447090236912706
european journal of information systems,research evaluation,0.007953133013458511
european journal of information systems,restaurator-international journal for the preservation of library and archival material,0.0004946551890283553
european journal of information systems,revista espanola de documentacion cientifica,0.0005406779984398628
european journal of information systems,scientist,0.004302836762703488
european journal of information systems,scientometrics,0.009471250089124451
european journal of information systems,social science computer review,0.030123141178273617
european journal of information systems,telecommunications policy,0.044289782945194256
european journal of information systems,transinformacao,0.0036628178950401757
government information quarterly,health information and libraries journal,0.001693933372136214
government information quarterly,informacao & sociedade-estudos,0.014967605245017002
government information quarterly,informacios tarsadalom,0.019509632339123287
government information quarterly,information & management,0.09005475741453348
government information quarterly,information and organization,0.04749433622841095
government information quarterly,information development,0.01570470180646818
government information quarterly,information processing & management,0.005833908290622101
government information quarterly,information research-an international electronic journal,0.029108756179987785
government information quarterly,information society,0.046799196098677665
government information quarterly,information systems journal,0.06789524136354816
government information quarterly,information systems research,0.05077531017567305
government information quarterly,information technology & management,0.011240818946453544
government information quarterly,information technology & people,0.06561582829848941
government information quarterly,information technology and libraries,0.019373194135473094
government information quarterly,information technology for development,0.12455778270754296
government information quarterly,international journal of computer-supported collaborative learning,0.006535864279225861
government information quarterly,international journal of geographical information science,0.007189016993715956
government information quarterly,international journal of information management,0.10309710194961037
government information quarterly,investigacion bibliotecologica,0.0012012586173816035
government information quarterly,journal of academic librarianship,0.006956662143390347
government information quarterly,journal of computer-mediated communication,0.04469159543966596
government information quarterly,journal of documentation,0.013340097221605968
government information quarterly,journal of global information management,0.09260177754339176
government information quarterly,journal of health communication,0.031532223371405495
government information quarterly,journal of information science,0.024600465217624524
government information quarterly,journal of information technology,0.08475318190165884
government information quarterly,journal of informetrics,0.005709961909553298
government information quarterly,journal of knowledge management,0.03759837429903694
government information quarterly,journal of librarianship and information science,0.008321493475951857
government information quarterly,journal of management information systems,0.04525643893288075
government information quarterly,journal of scholarly publishing,0.026653179069269447
government information quarterly,journal of strategic information systems,0.060719009568670074
government information quarterly,journal of the american medical informatics association,0.009332904856064715
government information quarterly,journal of the association for information systems,0.07260609063013343
government information quarterly,journal of the medical library association,0.0137069191244697
government information quarterly,knowledge management research & practice,0.0339152686826981
government information quarterly,knowledge organization,0.0036910666541971598
government information quarterly,law library journal,0.0039695883746674885
government information quarterly,learned publishing,0.0018450074592072665
government information quarterly,library & information science research,0.018965683677146117
government information quarterly,library and information science,0.005942052811177396
government information quarterly,library quarterly,0.012567092614582514
government information quarterly,library trends,0.008846397294355986
government information quarterly,malaysian journal of library & information science,0.0052072655465572985
government information quarterly,mis quarterly,0.08804241956686162
government information quarterly,mis quarterly executive,0.01731900681856652
government information quarterly,online information review,0.09049114704725258
government information quarterly,portal-libraries and the academy,0.007176417426105803
government information quarterly,profesional de la informacion,0.004255595155687845
government information quarterly,qualitative health research,0.024107668559388992
government information quarterly,research evaluation,0.0066364866054489996
government information quarterly,revista espanola de documentacion cientifica,0.008411068023503202
government information quarterly,scientometrics,0.0066012405986307894
government information quarterly,serials review,0.003041028061804015
government information quarterly,social science computer review,0.05480833264882296
government information quarterly,telecommunications policy,0.06034740011939111
government information quarterly,transinformacao,0.0012662377632768665
health information and libraries journal,informacios tarsadalom,0.0019524250219002367
health information and libraries journal,information & management,0.007185625219534498
health information and libraries journal,information and organization,0.006733405625247553
health information and libraries journal,information development,0.005937332652491521
health information and libraries journal,information processing & management,0.005254451489235143
health information and libraries journal,information research-an international electronic journal,0.013370929952369694
health information and libraries journal,information society,0.0049321036011804155
health information and libraries journal,information systems journal,0.0025442377067686223
health information and libraries journal,information systems research,0.0041353421339753145
health information and libraries journal,information technology and libraries,0.004494423632444399
health information and libraries journal,international journal of computer-supported collaborative learning,0.0048646912704015804
health information and libraries journal,international journal of geographical information science,0.00152881073753792
health information and libraries journal,international journal of information management,0.005496753065015828
health information and libraries journal,investigacion bibliotecologica,0.0020436697528112844
health information and libraries journal,journal of academic librarianship,0.012492697064559036
health information and libraries journal,journal of computer-mediated communication,0.010811980657314783
health information and libraries journal,journal of documentation,0.01796699947110733
health information and libraries journal,journal of global information management,0.002614787939344697
health information and libraries journal,journal of health communication,0.009466754806499764
health information and libraries journal,journal of information science,0.008178001576406961
health information and libraries journal,journal of information technology,0.0020236963313014556
health information and libraries journal,journal of informetrics,0.0006071380194182439
health information and libraries journal,journal of knowledge management,0.0015601250546515718
health information and libraries journal,journal of librarianship and information science,0.021780212941717936
health information and libraries journal,journal of management information systems,0.002654951433748458
health information and libraries journal,journal of strategic information systems,0.005524045834768157
health information and libraries journal,journal of the american medical informatics association,0.032461333244769
health information and libraries journal,journal of the association for information systems,0.002008501399758222
health information and libraries journal,journal of the medical library association,0.15324059974916004
health information and libraries journal,knowledge management research & practice,0.0005656780033025204
health information and libraries journal,knowledge organization,0.0052329290071576095
health information and libraries journal,law library journal,0.006753356500453017
health information and libraries journal,learned publishing,0.006277725518110127
health information and libraries journal,library & information science research,0.017994399499546326
health information and libraries journal,library and information science,0.0020218116938515752
health information and libraries journal,library quarterly,0.0015837085022252096
health information and libraries journal,library trends,0.006336902526183363
health information and libraries journal,malaysian journal of library & information science,0.008858984184065048
health information and libraries journal,mis quarterly,0.004365908845149452
health information and libraries journal,mis quarterly executive,0.0022664901290708295
health information and libraries journal,online information review,0.007674937309288359
health information and libraries journal,portal-libraries and the academy,0.013226471468887974
health information and libraries journal,profesional de la informacion,0.009308484423447992
health information and libraries journal,qualitative health research,0.0138523240296968
health information and libraries journal,research evaluation,0.005645240227311047
health information and libraries journal,revista espanola de documentacion cientifica,0.004769843079513748
health information and libraries journal,scientometrics,0.008310582837836025
health information and libraries journal,serials review,0.0034490808098735543
health information and libraries journal,social science computer review,0.0038851657342171796
health information and libraries journal,telecommunications policy,0.004693369038117658
health information and libraries journal,transinformacao,0.006462651204076958
informacao & sociedade-estudos,informacios tarsadalom,0.0028752731639264755
informacao & sociedade-estudos,information & management,0.0034013692889630896
informacao & sociedade-estudos,information and organization,0.0049580343109060804
informacao & sociedade-estudos,information development,0.017487435419566724
informacao & sociedade-estudos,information processing & management,0.012036983332215253
informacao & sociedade-estudos,information research-an international electronic journal,0.019690935957874505
informacao & sociedade-estudos,information society,0.002075242687882301
informacao & sociedade-estudos,information systems journal,0.007493633116627258
informacao & sociedade-estudos,information systems research,0.007443314476960543
informacao & sociedade-estudos,information technology & people,0.00210762314885696
informacao & sociedade-estudos,information technology and libraries,0.004412528185113799
informacao & sociedade-estudos,information technology for development,0.0021374549001774044
informacao & sociedade-estudos,international journal of geographical information science,0.0007504767041087489
informacao & sociedade-estudos,international journal of information management,0.02575646947095725
informacao & sociedade-estudos,investigacion bibliotecologica,0.02407717061715384
informacao & sociedade-estudos,journal of academic librarianship,0.008714648272274157
informacao & sociedade-estudos,journal of computer-mediated communication,0.0035953928656818706
informacao & sociedade-estudos,journal of documentation,0.011837108430117005
informacao & sociedade-estudos,journal of global information management,0.007701427206704357
informacao & sociedade-estudos,journal of health communication,0.0033193770310402933
informacao & sociedade-estudos,journal of information science,0.017710997562937432
informacao & sociedade-estudos,journal of information technology,0.011920928461907114
informacao & sociedade-estudos,journal of informetrics,0.004470562593829398
informacao & sociedade-estudos,journal of knowledge management,0.016848668422983094
informacao & sociedade-estudos,journal of librarianship and information science,0.009622504486493762
informacao & sociedade-estudos,journal of management information systems,0.0024436631763570236
informacao & sociedade-estudos,journal of scholarly publishing,0.010684346079267206
informacao & sociedade-estudos,journal of strategic information systems,0.0024405250752548937
informacao & sociedade-estudos,journal of the american medical informatics association,0.0015588507151422593
informacao & sociedade-estudos,journal of the association for information systems,0.015528738914781992
informacao & sociedade-estudos,journal of the medical library association,0.0009811846675410402
informacao & sociedade-estudos,knowledge management research & practice,0.012495835415509932
informacao & sociedade-estudos,knowledge organization,0.02003654965134528
informacao & sociedade-estudos,law library journal,0.0024863624075666508
informacao & sociedade-estudos,learned publishing,0.006933752452815364
informacao & sociedade-estudos,library & information science research,0.0073102813735761935
informacao & sociedade-estudos,library and information science,0.005954913341754137
informacao & sociedade-estudos,library quarterly,0.003498414411452119
informacao & sociedade-estudos,library resources & technical services,0.004929039709588244
informacao & sociedade-estudos,library trends,0.008165632418725184
informacao & sociedade-estudos,malaysian journal of library & information science,0.01565560727712874
informacao & sociedade-estudos,mis quarterly,0.010880747660023641
informacao & sociedade-estudos,online information review,0.021275542347289275
informacao & sociedade-estudos,profesional de la informacion,0.006092579492307151
informacao & sociedade-estudos,qualitative health research,0.001199992320073727
informacao & sociedade-estudos,research evaluation,0.003562955419345538
informacao & sociedade-estudos,revista espanola de documentacion cientifica,0.011707322644771175
informacao & sociedade-estudos,scientometrics,0.005623198651672281
informacao & sociedade-estudos,serials review,0.007619024583482795
informacao & sociedade-estudos,social science computer review,0.0011443115763932427
informacao & sociedade-estudos,telecommunications policy,0.0025919147775843483
informacao & sociedade-estudos,transinformacao,0.17765696377960558
informacios tarsadalom,information & management,0.009910264048321373
informacios tarsadalom,information and organization,0.015396159239972947
informacios tarsadalom,information development,0.006033738452133304
informacios tarsadalom,information processing & management,0.001779923064844224
informacios tarsadalom,information research-an international electronic journal,0.02717607347149029
informacios tarsadalom,information society,0.032937230642246504
informacios tarsadalom,information systems journal,0.016547514010021688
informacios tarsadalom,information systems research,0.009338863578008762
informacios tarsadalom,information technology for development,0.011799872090079811
informacios tarsadalom,international journal of computer-supported collaborative learning,0.002824960201005119
informacios tarsadalom,international journal of geographical information science,0.002071512506376841
informacios tarsadalom,international journal of information management,0.007109461004864153
informacios tarsadalom,investigacion bibliotecologica,0.00415370655232689
informacios tarsadalom,journal of academic librarianship,0.0013363730298841657
informacios tarsadalom,journal of computer-mediated communication,0.025519441257383344
informacios tarsadalom,journal of documentation,0.011531831787987935
informacios tarsadalom,journal of global information management,0.015943469019386602
informacios tarsadalom,journal of health communication,0.009162351070371931
informacios tarsadalom,journal of information science,0.008799659596641234
informacios tarsadalom,journal of information technology,0.009254499937814388
informacios tarsadalom,journal of informetrics,0.0012339925107543556
informacios tarsadalom,journal of knowledge management,0.009512742926847019
