Source,Target,weight
journal of information science,scientist,0.019170601037478835
journal of information science,scientometrics,0.07426080732406277
journal of information science,telecommunications policy,0.017709042671224518
law library journal,library & information science research,0.0056237268422907405
law library journal,library and information science,0.009126427969889892
law library journal,library quarterly,0.0157650235589609
law library journal,library resources & technical services,0.019247575487498236
law library journal,library trends,0.04361391879943234
law library journal,mis quarterly,0.003505558086591047
law library journal,scientometrics,0.002410007657540371
library & information science research,library and information science,0.01859231387184513
library & information science research,library quarterly,0.057350764170874945
library & information science research,library resources & technical services,0.0313688523848541
library & information science research,library trends,0.06769528337456038
library & information science research,mis quarterly,0.017683728094567978
library & information science research,scientometrics,0.04909655667077097
library & information science research,telecommunications policy,0.005394089293751566
library and information science,library quarterly,0.014891409427288043
library and information science,library trends,0.005885295192884479
library and information science,mis quarterly,0.003311298618954206
library and information science,scientometrics,0.09219654065171536
library quarterly,library resources & technical services,0.015702941392437653
library quarterly,library trends,0.06099767686111429
library quarterly,mis quarterly,0.007626598403493097
library quarterly,scientist,0.032738530223582564
library quarterly,scientometrics,0.04522215317997075
library resources & technical services,library trends,0.054613011904101304
library resources & technical services,mis quarterly,0.0027934026473553013
library resources & technical services,scientometrics,0.014403102739483675
library trends,mis quarterly,0.013563627011658
library trends,scientometrics,0.01036083085922334
library trends,telecommunications policy,0.009960238411119947
mis quarterly,scientometrics,0.00874411659677929
mis quarterly,telecommunications policy,0.028020109964128605
scientist,scientometrics,0.03002854067691021
scientometrics,telecommunications policy,0.0011557990695457159
